entry,name,requiredlevel,ilvl
25614,Feralfen Beastmaster's Hauberk,0,102
25615,Feralfen Champion's Boots,0,96
25616,Tim's Trusty Helmet,0,96
25617,Captain Krosh's Crash Helmet,0,96
25618,Telaar Courier's Cloak,0,96
25619,Glowing Crystal Insignia,0,96
25620,Ancient Crystal Talisman,0,96
25621,Serpent Spirit's Drape,0,96
25622,Staff of the Four Golden Coins,0,102
25623,Bracers of the Battle Cleric,0,102
25624,King's Bulwark,0,102
25625,QR 9922 Feral Druid Staff,0,102
25626,QR 9922 Paladin Bracer,0,102
25627,QR 9922 Shield,0,102
25628,Ogre Mauler's Badge,0,102
25629,Ogre Handler's Shooter,0,102
25630,Ogre Basher's Slippers,0,102
25631,Boots of the Specialist,0,102
25632,Wand of Happiness,0,102
25633,Uniting Charm,0,102
25634,Oshu'gun Relic,0,105
25635,Eye of Veil Skith,0,1
25636,Talbuk Cape,0,105
25637,Ethereal Sash,0,105
25638,Eye of Veil Reskk,0,1
25639,Hemet's Elekk Gun,0,103
25640,Nesingwary Safari Stick,0,103
25641,Broken Fitz's Throwing Axe,0,103
25642,Eye of Veil Shienor,0,1
25643,Harold's Rejuvenating Broach,0,103
25644,Blessed Book of Nagrand,0,103
25645,Totem of the Plains,0,103
25646,Monster - Item, Rolling Pin (Mace),1,1
25647,Telaar Supply Crate,0,1
25648,Cho'war's Key,0,1
25649,Knothide Leather Scraps,0,60
25650,Knothide Armor Kit,50,60
25651,Vindicator's Armor Kit,55,65
25652,Magister's Armor Kit,55,65
25653,Riding Crop,69,70
25654,Felscale Gloves,57,84
25655,Felscale Boots,61,93
25656,Felscale Pants,63,99
25657,Felscale Breastplate,66,108
25658,Damp Woolen Blanket,0,1
25659,Scaled Draenic Boots,66,108
25660,Scaled Draenic Vest,64,102
25661,Scaled Draenic Gloves,61,93
25662,Scaled Draenic Pants,57,84
25663,Monster - Mace, Good Wooden Hammer, On Fire,1,1
25664,Crappy's Bell,60,60
25665,Broken Test Throwing Axe,55,60
25666,Mug'gok's Head,0,1
25667,Idol of the Beast,64,79
25668,Thick Draenic Boots,63,99
25669,Thick Draenic Gloves,57,84
25670,Thick Draenic Pants,62,96
25671,Thick Draenic Vest,65,105
25672,Teromoth Sample,0,1
25673,Wild Draenish Boots,57,84
25674,Wild Draenish Gloves,61,93
25675,Wild Draenish Leggings,63,99
25676,Wild Draenish Vest,65,105
25677,Terokkar Chokeberry,0,1
25678,Warp Hunter Essence,0,1
25679,Comfortable Insoles,0,60
25680,Stylin' Purple Hat,69,112
25681,Stylin' Adventure Hat,69,112
25682,Stylin' Jungle Hat,69,112
25683,Stylin' Crimson Hat,69,112
25684,Kokorek's Talisman,0,1
25685,Fel Leather Gloves,67,106
25686,Fel Leather Boots,69,112
25687,Fel Leather Leggings,69,112
25688,Monster - Sword2H, Draenei A02 Orange,1,1
25689,Heavy Clefthoof Vest,70,114
25690,Heavy Clefthoof Leggings,70,113
25691,Heavy Clefthoof Boots,69,113
25692,Netherfury Leggings,67,106
25693,Netherfury Boots,69,100
25694,Netherfury Belt,67,106
25695,Felstalker Belt,69,112
25696,Felstalker Breastplate,70,114
25697,Felstalker Bracers,70,114
25698,Monster - Staff, Green Feathered - Green Glow,0,1
25699,Crystal Infused Leather,0,60
25700,Fel Scales,0,60
25701,Breastplate of Retribution,0,88
25702,Scaled Legs of Ruination,0,88
25703,Zhevra Leather,0,20
25705,Luanga's Orders,62,65
25706,Luanga's Orders,62,65
25707,Fel Hide,0,70
25708,Thick Clefthoof Leather,0,60
25710,Moonkin Headdress,0,88
25711,Deadly Borer Leggings,0,88
25712,Perfectly Balanced Cape,0,88
25713,Holy Healing Band,0,88
25714,Crimson Pendant of Clarity,0,88
25715,Jade Warrior Pauldrons,0,85
25716,Handguards of Precision,0,85
25717,Sure-Step Boots,0,85
25718,Mantle of Magical Might,0,85
25719,Arakkoa Feather,0,1
25720,Pattern: Heavy Knothide Leather,0,65
25721,Pattern: Vindicator's Armor Kit,0,65
25722,Pattern: Magister's Armor Kit,0,65
25723,Bent Antenna,0,1
25724,Ripped Moth Wing,0,1
25725,Pattern: Riding Crop,0,70
25726,Pattern: Comfortable Insoles,0,60
25727,Sealed Box,0,1
25728,Pattern: Stylin' Purple Hat,0,70
25729,Pattern: Stylin' Adventure Hat,0,70
25730,Pattern: Stylin' Jungle Hat,0,70
25731,Pattern: Stylin' Crimson Hat,0,70
25732,Pattern: Fel Leather Gloves,0,68
25733,Pattern: Fel Leather Boots,0,70
25734,Pattern: Fel Leather Leggings,0,70
25735,Pattern: Heavy Clefthoof Vest,0,72
25736,Pattern: Heavy Clefthoof Leggings,0,71
25737,Pattern: Heavy Clefthoof Boots,0,71
25738,Pattern: Felstalker Belt,0,70
25739,Pattern: Felstalker Bracers,0,72
25740,Pattern: Felstalker Breastplate,0,72
25741,Pattern: Netherfury Belt,0,68
25742,Pattern: Netherfury Leggings,0,68
25743,Pattern: Netherfury Boots,0,70
25744,Dampscale Basilisk Eye,0,1
25745,Olemba Seed,0,1
25746,Box of Parts,0,1
25747,(Deprecated)Mana Bomb Schematics - Page 1,0,1
25748,(Deprecated)Mana Bomb Schematics - Page 2,0,1
25749,(Deprecated)Mana Bomb Schematics - Page 3,0,1
25750,(Deprecated)Mana Bomb Schematics - Page 4,0,1
25751,The Master Planner's Blueprints,0,1
25752,(Deprecated)Mana Bomb Schematics,62,1
25753,(Deprecated)Mana Bomb Schematics,62,1
25754,Mana Bomb Code Sheet 1,0,1
25755,Mana Bomb Code Sheet 2,0,1
25756,Mana Bomb Code Sheet 3,0,1
25757,Mana Bomb Code Sheet 4,0,1
25758,Monster - Polearm, Blood Elf D01,1,1
25759,Mogor's Anointing Club,0,103
25760,Battle Mage's Baton,0,103
25761,Staff of Beasts,0,103
25762,Honed Voidaxe,0,103
25763,Ceremonial Warmaul Blood-blade,0,103
25764,Mag'hari Fury Brand,0,103
25765,Fel Orc Plans,0,1
25766,"Creatures That Owe Sal'salabim Golds",0,1
25767,Raliq's Debt,0,1
25768,Coosh'coosh's Debt,0,1
25769,Floon's Debt,0,1
25770,Fel Cannon Activator,0,1
25771,Fel Cannon Activator,0,1
25772,Crystalline Kopesh,0,100
25773,Hungering Bone Cudgel,0,100
25774,Azure Lightblade,0,100
25775,Ogre Slayer's Band,0,100
25776,Ogre Slayer's Pendant,0,100
25777,Ogre Slayer's Cover,0,100
25778,Manacles of Remembrance,0,105
25779,Warmaul Slayer's Band,0,105
25780,Warmaul Defender's Cloak,0,105
25781,Segmented Breastplate,0,93
25782,Sunstrider Legguards,0,93
25783,Pilgrim's Cover,0,93
25784,Imbued Chain,0,87
25785,Adept's Band,0,87
25786,Hypnotist's Watch,0,93
25787,Charm of Alacrity,0,93
25788,Dauntless Handguards,0,114
25789,Rune-Engraved Belt,0,114
25790,Expedition Scout's Epaulets,0,114
25791,Gloves of Preservation,0,114
25792,Curate's Boots,0,114
25793,Curate's Footwraps,0,114
25794,Bone Studded Girdle,0,114
25795,Gloves of Preservation,0,114
25796,Lurking Shadow Spaulders,0,114
25797,Crushing Grasp,0,114
25798,130 Epic Warrior Trinket,70,130
25799,130 Epic Warrior 1H Axe,70,130
25800,130 Test Caster Legs,70,130
25801,130 Test Caster Trinket,70,130
25802,Dreadfang Venom Sac,0,1
25803,Medallion of the Valiant Guardian,0,109
25804,Naliko's Revenge,0,109
25805,Mantle of Vivification,0,109
25806,Nethekurse's Rod of Torment,0,109
25807,Timber Worg Tail,0,1
25808,Rod of Dire Shadows,0,109
25809,Maimfist's Choker,0,109
25810,Vicar's Cloak,0,109
25811,Conquerer's Band,0,109
25812,Timber Worg Pelt,0,1
25813,Small Mushroom,0,1
25814,Deathskitter's Fang,0,0
25815,Stonegazer's Blood,0,1
25816,Monster - Sword, Legion (2H as 1H),1,1
25817,Blessed Vial,0,0
25818,Monster - Shield, Legion,1,1
25819,Breastplate of the Warbringer,0,103
25820,Metallic Headband of Simm'onz,0,103
25821,Leggings of Unending Assault,0,103
25822,Watcher's Tunic,0,103
25823,Grunt's Waraxe,60,85
25824,Farseer's Band,60,85
25825,Footman's Longsword,60,85
25826,Sage's Band,60,85
25827,Muck-Covered Drape,64,97
25828,Petrified Lichen Guard,62,91
25829,Talisman of the Alliance,70,90
25830,Gladiator's Leather Helm,70,123
25831,Gladiator's Leather Tunic,70,123
25832,Gladiator's Leather Spaulders,70,123
25833,Gladiator's Leather Legguards,70,123
25834,Gladiator's Leather Gloves,70,123
25835,Explorer's Walking Stick,62,91
25836,Preserver's Cudgel,62,91
25837,Ironjaw's Pelt,0,1
25838,Warden's Hauberk,62,91
25839,Monster - Staff, Basic Blue,1,1
25840,Extract of the Afterlife,0,1
25841,Draenei Vessel,0,1
25842,Restless Bones,0,1
25843,Fel Iron Rod,0,60
25844,Adamantite Rod,0,70
25845,Eternium Rod,0,75
25846,Plans: Adamantite Rod,0,70
25847,Plans: Eternium Rod,0,75
25848,Formula: Runed Adamantite Rod,0,70
25849,Formula: Runed Eternium Rod,0,75
25850,Tuurem Artifact,0,1
25852,Tail Feather of Torgos,0,1
25853,Pack of Incendiary Bombs,0,1
25854,Gladiator's Silk Amice,70,123
25855,Gladiator's Silk Cowl,70,123
25856,Gladiator's Silk Raiment,70,123
25857,Gladiator's Silk Handguards,70,123
25858,Gladiator's Silk Trousers,70,123
25859,Monster - Axe (No Visual),1,1
25860,Monster - Sword (No Visual),1,1
25861,Crude Throwing Axe,1,3
25862,Marshberry,0,1
25863,Olemba Root,0,1
25864,Telaari Frond,0,1
25865,Dragonspine,0,1
25866,Greatmother's List of Herbs,0,1
25867,Earthstorm Diamond,0,70
25868,Skyfire Diamond,0,70
25869,Recipe: Transmute Earthstorm Diamond,0,70
25870,Recipe: Transmute Skyfire Diamond,0,70
25871,Standard Thrown Weapon,0,80
25872,Balanced Throwing Dagger,3,8
25873,Keen Throwing Knife,11,16
25874,Large Throwing Knife,15,20
25875,Deadly Throwing Axe,22,27
25876,Gleaming Throwing Axe,35,40
25877,Master's Throwing Dagger,60,65
25878,Dusksteel Throwing Knife,0,52
25879,Monster - Sword2H, Doom Walker,1,1
25880,Coarse Stone Statue,0,20
25881,Heavy Stone Statue,0,30
25882,Solid Stone Statue,0,40
25883,Dense Stone Statue,0,50
25884,Primal Stone Statue,0,60
25886,Purple Smoke Flare,0,1
25887,Schematic: Purple Smoke Flare,0,67
25888,Design: Primal Stone Statue,0,60
25889,Draenei Holy Water,0,1
25890,Destructive Skyfire Diamond,0,70
25891,Pristine Shimmerscale Eel,0,1
25893,Mystical Skyfire Diamond,0,70
25894,Swift Skyfire Diamond,0,70
25895,Enigmatic Skyfire Diamond,0,70
25896,Powerful Earthstorm Diamond,0,70
25897,Bracing Earthstorm Diamond,0,70
25898,Tenacious Earthstorm Diamond,0,70
25899,Brutal Earthstorm Diamond,0,70
25900,Grimoire of Demonic Frenzy,56,56
25901,Insightful Earthstorm Diamond,0,70
25902,Design: Powerful Earthstorm Diamond,0,73
25903,Design: Bracing Earthstorm Diamond,0,73
25904,Design: Insightful Earthstorm Diamond,0,73
25905,Design: Tenacious Earthstorm Diamond,0,73
25906,Design: Brutal Earthstorm Diamond,0,73
25907,Design: Destructive Skyfire Diamond,0,73
25908,Design: Swift Skyfire Diamond,0,73
25909,Design: Mystical Skyfire Diamond,0,73
25910,Design: Enigmatic Skyfire Diamond,0,73
25911,Salvaged Wood,0,1
25912,Salvaged Metal,0,1
25913,Ring of the Slain Anchorite,0,93
25914,Broken Choker,0,93
25915,Fallen Vindicator's Blade,0,93
25916,Terokkar Axe,0,96
25917,Healer's Staff of the Forest,0,96
25918,Blood-Guided Knife,0,96
25919,Sedai's Necklace,0,93
25920,Sedai's Blade,0,93
25921,Sedai's Ring,0,93
25922,Fearless Girdle,0,99
25923,Fierce Mantle,0,99
25924,Swamprunner's Boots,0,99
25925,Terrorcloth Mantle,0,99
25926,Nexus-Stalker's Band,0,99
25927,Consortium Cloak of the Quick,0,99
25928,Ethereal Healing Pendant,0,99
25929,Cenarion Thicket Legplates,0,93
25930,Cenarion Thicket Helm,0,93
25931,Cenarion Thicket Circlet,0,93
25932,Cenarion Thicket Jerkin,0,93
25933,Extra Sharp Blade,0,99
25934,Spiked Destroyer,0,99
25935,Invincible Stave,0,99
25936,Terokkar Tablet of Vim,0,99
25937,Terokkar Tablet of Precision,0,99
25938,Mysteries of the Light,0,1
25939,Voidfire Wand,64,97
25940,Idol of the Claw,64,97
25941,Boots of the Outlander,64,97
25942,Faith Bearer's Gauntlets,64,97
25943,Creepjacker,64,97
25944,Shaarde the Greater,64,97
25945,Cloak of Revival,64,97
25946,Nethershade Boots,64,97
25947,Lightning-Rod Pauldrons,64,97
25948,Girdle of the Penitent,0,99
25949,Gloves of the Afterlife,0,99
25950,Staff of Polarities,64,97
25951,Fleet Refugee's Boots,0,99
25952,Scimitar of the Nexus-Stalkers,64,97
25953,Ethereal Warp-Bow,64,97
25954,Sigil of Shaffar,64,97
25955,Mask of the Howling Storm,64,97
25956,Nexus-Bracers of Vigor,64,97
25957,Ethereal Boots of the Skystrider,64,97
25958,Eagle Engraved Bracers,0,96
25959,Feathered Armbands,0,96
25960,Talonstalker Bracers,0,96
25961,Feathered Wrist Cuffs,0,96
25962,Longstrider's Loop,64,97
25963,Kokorek's Signet,0,96
25964,Shaarde the Lesser,65,100
25965,Cloak of Grasping Talons,0,96
25966,Arakkoa Sage's Shawl,0,96
25967,Eagle Crested Pauldrons,0,91
25968,Shalassi Sentry's Epaulets,0,91
25969,Rapscallion's Touch,0,91
25970,Shalassi Oracle's Sandals,0,91
25971,Stout Oak Longbow,0,80
25972,Deadeye's Piece,0,80
25973,Dark Augur's Wand,0,80
25974,Helm of Lupine Cunning,0,96
25975,Wolf Hunter's Guise,0,96
25976,Helm of Lupine Grace,0,96
25977,Helm of Lupine Ferocity,0,96
25978,Seth's Graphite Fishing Pole,0,60
25979,Flintlocke's Piloting Pants,0,87
25980,Aerodynamic Scaled Vest,0,87
25981,Dirigible Crash Helmet,0,87
25982,Foreman's Sash,0,87
25983,Heavy Miner's Belt,0,87
25984,Miner's Brace,0,87
25985,Cenarion Naturalist's Staff,0,93
25986,Dreadtusk's Fury,0,93
25987,Helboar Carving Blade,0,93
25988,Glowing Alabaster Ring,0,87
25989,Draenethyst Chaplet,0,87
25990,Smooth Soapstone Band,0,87
25991,Seamless Stone Band,0,87
25992,Enforcer's Chain,0,87
25993,Finely Wrought Chain,0,87
25994,Rune of Force,0,87
25995,Star of Sha'naar,0,87
25996,Emblem of Perseverance,0,87
25997,Gladiator's Linked Armor,70,123
25998,Gladiator's Linked Helm,70,123
25999,Gladiator's Linked Spaulders,70,123
26000,Gladiator's Linked Gauntlets,70,123
26001,Gladiator's Linked Leggings,70,123
26002,Flaming Torch,0,1
26003,Monster - Sword2H, Blood Elf B02,1,1
26004,Farmhand's Vest,0,11
26005,Maatparm's Fungus Lined Tunic,0,16
26006,Crystal-Flecked Pants,0,12
26007,Vindicator's Woolies,0,17
26008,Scholar's Gloves,0,13
26009,Flutterer Silk Handwraps,0,20
26010,Vindicator's Soft Sole Slippers,0,14
26011,Cryo-Core Attendant's Boots,0,19
26012,Kessel's Cinch Wrap,0,15
26013,Cincture of Woven Reeds,0,20
26014,Maatparm's Fungus Lined Cuffs,0,13
26015,Anchorite Neophyte's Cuffs,0,18
26016,Surveyor's Mantle,0,14
26017,Venomous Silk Cover,0,19
26018,Elekk Handler's Leathers,0,11
26019,Maatparm's Fungus Lined Vest,0,16
26020,Shard-Covered Leggings,0,12
26021,Vindicator's Leather Chaps,0,17
26022,Researcher's Gloves,0,13
26023,Ravager Hide Gloves,0,20
26024,Vindicator's Leather Moccasins,0,14
26025,Technician's Boots,0,19
26026,Ornately Tooled Belt,0,20
26027,Kessel's Sweat Stained Elekk Leash,0,15
26028,Maatparm's Fungus Lined Bands,0,13
26029,Watchman's Bracers,0,18
26030,Maatparm's Fungus Lined Hauberk,0,16
26031,Elekk Rider's Mail,0,11
26032,Crystal-Studded Legguards,0,12
26033,Vindicator's Iron Legguards,0,17
26034,Protective Field Gloves,0,13
26035,Corin's Handguards,0,20
26036,Vindicator's Stompers,0,14
26037,Lightweight Mesh Boots,0,19
26038,Segmented Girdle,0,20
26039,Kessel's Sturdy Riding Handle,0,15
26040,Maatparm's Fungus Lined Bracers,0,13
26041,Vigilant Vambraces,0,18
26042,Oshu'gun Crystal Powder Sample,0,65
26043,Oshu'gun Crystal Powder Sample,0,65
26044,Halaa Research Token,0,1
26045,Halaa Battle Token,0,1
26046,[PH] Mark of Nagrand, Alliance,1,60
26047,[PH] Mark of Nagrand, Horde,1,60
26048,Letter to Kialon,0,1
26049,Old Elekk Prod,0,11
26050,Fist of Argus,0,16
26051,2 Stone Sledgehammer,0,11
26052,Vindicator's Smasher,0,16
26053,Elekk Handler's Blade,0,11
26054,Blade of Argus,0,16
26055,Oculus of the Hidden Eye,65,100
26056,59 TEST Green Cloth Belt,57,81
26057,59 TEST Green Cloth Boot,57,81
26058,59 TEST Green Cloth Chest,57,81
26059,59 TEST Green Cloth Hand,57,81
26060,59 TEST Green Cloth Head,57,81
26061,59 TEST Green Cloth Legs,57,81
26062,59 TEST Green Cloth Shoulder,57,81
26063,59 TEST Green Cloth Wrist,57,81
26064,60 TEST Green Cloth Belt,58,84
26065,60 TEST Green Cloth Boot,58,84
26066,60 TEST Green Cloth Chest,58,84
26067,60 TEST Green Cloth Hand,58,84
26068,60 TEST Green Cloth Head,58,84
26069,60 TEST Green Cloth Legs,58,84
26070,60 TEST Green Cloth Shoulder,58,84
26071,60 TEST Green Cloth Wrist,58,84
26072,61 TEST Green Cloth Belt,59,87
26073,61 TEST Green Cloth Boot,59,87
26074,61 TEST Green Cloth Chest,59,87
26075,61 TEST Green Cloth Hand,59,87
26076,61 TEST Green Cloth Head,59,87
26077,61 TEST Green Cloth Legs,59,87
26078,61 TEST Green Cloth Shoulder,59,87
26079,61 TEST Green Cloth Wrist,59,87
26080,62 TEST Green Cloth Belt,60,90
26081,62 TEST Green Cloth Boot,60,90
26082,62 TEST Green Cloth Chest,60,90
26083,62 TEST Green Cloth Hand,60,90
26084,62 TEST Green Cloth Head,60,90
26085,62 TEST Green Cloth Legs,60,90
26086,62 TEST Green Cloth Shoulder,60,90
26087,62 TEST Green Cloth Wrist,60,90
26088,63 TEST Green Cloth Belt,61,93
26089,63 TEST Green Cloth Boot,61,93
26090,63 TEST Green Cloth Chest,61,93
26091,63 TEST Green Cloth Hand,61,93
26092,63 TEST Green Cloth Head,61,93
26093,63 TEST Green Cloth Legs,61,93
26094,63 TEST Green Cloth Shoulder,61,93
26095,63 TEST Green Cloth Wrist,61,93
26096,64 TEST Green Cloth Belt,62,96
26097,64 TEST Green Cloth Boot,62,96
26098,64 TEST Green Cloth Chest,62,96
26099,64 TEST Green Cloth Hand,62,96
26100,64 TEST Green Cloth Head,62,96
26101,64 TEST Green Cloth Legs,62,96
26102,64 TEST Green Cloth Shoulder,62,96
26103,64 TEST Green Cloth Wrist,62,96
26104,65 TEST Green Cloth Belt,63,99
26105,65 TEST Green Cloth Boot,63,99
26106,65 TEST Green Cloth Chest,63,99
26107,65 TEST Green Cloth Hand,63,99
26108,65 TEST Green Cloth Head,63,99
26109,65 TEST Green Cloth Legs,63,99
26110,65 TEST Green Cloth Shoulder,63,99
26111,65 TEST Green Cloth Wrist,63,99
26112,66 TEST Green Cloth Belt,64,102
26113,66 TEST Green Cloth Boot,64,102
26114,66 TEST Green Cloth Chest,64,102
26115,66 TEST Green Cloth Hand,64,102
26116,66 TEST Green Cloth Head,64,102
26117,66 TEST Green Cloth Legs,64,102
26118,66 TEST Green Cloth Shoulder,64,102
26119,66 TEST Green Cloth Wrist,64,102
26120,67 TEST Green Cloth Belt,65,105
26121,67 TEST Green Cloth Boot,65,105
26122,67 TEST Green Cloth Chest,65,105
26123,67 TEST Green Cloth Hand,65,105
26124,67 TEST Green Cloth Head,65,105
26125,67 TEST Green Cloth Legs,65,105
26126,67 TEST Green Cloth Shoulder,65,105
26127,67 TEST Green Cloth Wrist,65,105
26128,68 TEST Green Cloth Belt,66,108
26129,68 TEST Green Cloth Boot,66,108
26130,68 TEST Green Cloth Chest,66,108
26131,68 TEST Green Cloth Hand,66,108
26132,68 TEST Green Cloth Head,66,108
26133,68 TEST Green Cloth Legs,66,108
26134,68 TEST Green Cloth Shoulder,66,108
26135,68 TEST Green Cloth Wrist,66,108
26136,69 TEST Green Cloth Belt,67,111
26137,69 TEST Green Cloth Boot,67,111
26138,69 TEST Green Cloth Chest,67,111
26139,69 TEST Green Cloth Hand,67,111
26140,69 TEST Green Cloth Head,67,111
26141,69 TEST Green Cloth Legs,67,111
26142,69 TEST Green Cloth Shoulder,67,111
26143,69 TEST Green Cloth Wrist,67,111
26144,70 TEST Green Cloth Belt,68,114
26145,70 TEST Green Cloth Boot,68,114
26146,70 TEST Green Cloth Chest,68,114
26147,70 TEST Green Cloth Hand,68,114
26148,70 TEST Green Cloth Head,68,114
26149,70 TEST Green Cloth Legs,68,114
26150,70 TEST Green Cloth Shoulder,68,114
26151,70 TEST Green Cloth Wrist,68,114
26152,71 TEST Green Cloth Belt,69,117
26153,71 TEST Green Cloth Boot,69,117
26154,71 TEST Green Cloth Chest,69,117
26155,71 TEST Green Cloth Hand,69,117
26156,71 TEST Green Cloth Head,69,117
26157,71 TEST Green Cloth Legs,69,117
26158,71 TEST Green Cloth Shoulder,69,117
26159,71 TEST Green Cloth Wrist,69,117
26160,72 TEST Green Cloth Belt,70,120
26161,72 TEST Green Cloth Boot,70,120
26162,72 TEST Green Cloth Chest,70,120
26163,72 TEST Green Cloth Hand,70,120
26164,72 TEST Green Cloth Head,70,120
26165,72 TEST Green Cloth Legs,70,120
26166,72 TEST Green Cloth Shoulder,70,120
26167,72 TEST Green Cloth Wrist,70,120
26168,59 TEST Green Rogue Belt,57,81
26169,59 TEST Green Rogue Boot,57,81
26170,59 TEST Green Rogue Chest,57,81
26171,59 TEST Green Rogue Hand,57,81
26172,59 TEST Green Rogue Head,57,81
26173,59 TEST Green Rogue Legs,57,81
26174,59 TEST Green Rogue Shoulder,57,81
26175,59 TEST Green Rogue Wrist,57,81
26176,60 TEST Green Rogue Belt,58,84
26177,60 TEST Green Rogue Boot,58,84
26178,60 TEST Green Rogue Chest,58,84
26179,60 TEST Green Rogue Hand,58,84
26180,60 TEST Green Rogue Head,58,84
26181,60 TEST Green Rogue Legs,58,84
26182,60 TEST Green Rogue Shoulder,58,84
26183,60 TEST Green Rogue Wrist,58,84
26184,61 TEST Green Rogue Belt,59,87
26185,61 TEST Green Rogue Boot,59,87
26186,61 TEST Green Rogue Chest,59,87
26187,61 TEST Green Rogue Hand,59,87
26188,61 TEST Green Rogue Head,59,87
26189,61 TEST Green Rogue Legs,59,87
26190,61 TEST Green Rogue Shoulder,59,87
26191,61 TEST Green Rogue Wrist,59,87
26192,62 TEST Green Rogue Belt,60,90
26193,62 TEST Green Rogue Boot,60,90
26194,62 TEST Green Rogue Chest,60,90
26195,62 TEST Green Rogue Hand,60,90
26196,62 TEST Green Rogue Head,60,90
26197,62 TEST Green Rogue Legs,60,90
26198,62 TEST Green Rogue Shoulder,60,90
26199,62 TEST Green Rogue Wrist,60,90
26200,63 TEST Green Rogue Belt,61,93
26201,63 TEST Green Rogue Boot,61,93
26202,63 TEST Green Rogue Chest,61,93
26203,63 TEST Green Rogue Hand,61,93
26204,63 TEST Green Rogue Head,61,93
26205,63 TEST Green Rogue Legs,61,93
26206,63 TEST Green Rogue Shoulder,61,93
26207,63 TEST Green Rogue Wrist,61,93
26208,64 TEST Green Rogue Belt,62,96
26209,64 TEST Green Rogue Boot,62,96
26210,64 TEST Green Rogue Chest,62,96
26211,64 TEST Green Rogue Hand,62,96
26212,64 TEST Green Rogue Head,62,96
26213,64 TEST Green Rogue Legs,62,96
26214,64 TEST Green Rogue Shoulder,62,96
26215,64 TEST Green Rogue Wrist,62,96
26216,65 TEST Green Rogue Belt,63,99
26217,65 TEST Green Rogue Boot,63,99
